origin_id,destination_id,total_trips
182,163,725.4
182,164,1048.9
182,165,184.12
182,166,466.68
182,167,117.29
182,168,190.96
182,169,1337.82
182,17,3374.31
182,170,127.33
182,171,702.16
182,172,126.62
182,173,448.96
182,174,9607.72
182,175,412.72
182,176,2321.83
182,177,416.36
182,178,334.73
182,179,106.07
182,18,3110.54
182,180,20.02
182,181,274.49
182,182,88600.3
182,19,148.73
182,2,6677.55
182,20,119.24
182,22,289.82
182,23,319.68
182,24,1499.09
182,25,536.44
182,26,5005.91
182,27,264.05
182,28,68.01
182,29,1070.41
182,3,196.09
182,30,3255.16
182,31,16.84
182,32,194.44
182,33,2795.52
182,34,692.18
182,35,1565.79
182,36,5635.69
182,37,612.03
182,38,1588.66
182,39,74.9
182,4,374.57
182,40,1162.49
182,41,26.34
182,42,109.09
182,43,1669.8
182,44,130.68
182,45,663.81
182,46,1420.48
182,47,628.83
182,48,182.83
182,49,13490.13
182,5,149.03
182,50,1989.65
182,51,866.29
182,52,180.41
182,53,31.78
182,54,962.0
182,55,776.46
182,56,605.63
182,57,6115.03
182,58,554.02
182,59,438.73
182,6,431.83
182,60,100.98
182,61,232.0
182,62,190.37
182,63,848.53
182,64,2108.77
182,65,395.37
182,66,206.38
182,67,2040.77
182,68,1281.46
182,69,1873.43
182,7,759.62
182,70,2027.91
182,71,2120.27
182,72,92.67
182,73,1537.99
182,74,779.01
182,75,1621.59
182,76,115.1
182,77,15.96
182,78,664.84
182,79,2431.27
182,8,71.9
182,81,543.99
182,82,251.85
182,83,980.29
182,84,624.77
182,85,215.85
182,86,961.06
182,87,2376.29
182,88,197.77
182,89,2079.91
182,9,460.08
182,90,1728.88
182,91,546.86
182,92,2673.74
182,93,408.03
182,94,764.64
182,95,288.87
182,96,1288.07
182,97,190.24
182,98,581.2
182,99,186.94
19,182,170.78
2,182,7856.85
20,182,96.45
22,182,252.18
23,182,352.04
24,182,1380.05
25,182,515.81
26,182,4777.3
27,182,321.95
28,182,102.11
29,182,1163.64
3,182,118.8
30,182,2275.82
31,182,<10
32,182,265.96
33,182,2913.14
34,182,982.31
35,182,1217.72
36,182,4213.46
37,182,785.14
38,182,1730.7
39,182,94.85
4,182,392.72
40,182,1647.17
41,182,20.44
42,182,146.38
43,182,1644.73
44,182,75.87
45,182,801.93
46,182,1031.06
47,182,835.22
48,182,284.05
49,182,10657.04
5,182,127.55
50,182,1829.86
51,182,845.94
52,182,210.88
53,182,29.11
54,182,815.11
55,182,672.91
56,182,639.72
57,182,4155.29
58,182,448.03
59,182,644.72
6,182,664.62
60,182,274.92
61,182,349.36
62,182,247.52
63,182,922.39
64,182,1963.02
65,182,692.9
66,182,179.4
67,182,2437.73
68,182,1406.58
69,182,1983.56
7,182,769.18
70,182,1946.2
71,182,1535.96
72,182,87.12
73,182,1045.9
74,182,787.31
75,182,1121.28
76,182,135.57
77,182,14.98
78,182,589.1
79,182,2644.51
8,182,36.25
81,182,488.19
82,182,227.26
83,182,703.61
84,182,848.95
85,182,294.57
86,182,521.77
87,182,2199.37
88,182,225.57
89,182,1384.35
9,182,401.91
90,182,1469.9
91,182,459.82
92,182,1900.77
93,182,635.03
94,182,895.54
95,182,336.87
96,182,623.19
97,182,178.14
98,182,346.91
99,182,143.95
